assay_chembl_id,n_records,n_compounds,types,year,confidence_score,cell_name,description
CHEMBL1052485,1,1,Inhibition,2009.0,9,,Inhibition of human ERG at 10 uM by patch clamp assay
CHEMBL1052982,1,1,Activity,2009.0,8,HEK293,Inactivation of Kv1.2 channel expressed in -70 mV-activated HEK293 cells followed by further 10 mV pulse stimulation assessed as reduction in half maximal activation potential (RVb= -0.1 +/- 2.2 mV)
CHEMBL1052984,1,1,IC50,2009.0,9,,Inhibition of human ERG channel
CHEMBL1054528,1,1,IC50,2009.0,9,HEK293,Inhibition of human ERG expressed in HEK cells
CHEMBL1054706,1,1,Inhibition,2009.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 3 uM
CHEMBL6073558,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6085602,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 0.625 uM relative to control
CHEMBL6085603,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 1.25 uM relative to control
CHEMBL6085604,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 2.5 uM relative to control
CHEMBL6085605,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 5 uM relative to control
CHEMBL6085606,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 10 uM relative to control
CHEMBL6085607,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 0.01 uM relative to control
CHEMBL6085608,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 0.03 uM relative to control
CHEMBL6085609,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 0.1 uM relative to control
CHEMBL6075365,1,1,Inhibition,2024.0,9,,Inhibition of human ERG expressed in CHO cells at 20 uM by Qpatch clamp method relative to control
CHEMBL6075366,1,1,IC50,2024.0,9,,Inhibition of human ERG expressed in CHO cells by Qpatch clamp method
CHEMBL6075892,1,1,Inhibition,2024.0,9,,Inhibition of human ERG at 3 uM by patch clamp assay relative to control
CHEMBL6076256,1,1,Activity,2024.0,9,,Binding affinity to hERG at 10 uM by radioligand displacement assay
CHEMBL6076384,1,1,IC50,2024.0,9,,Displacement of [3H]-dofetilide from human ERG expressed in HEK293 cells incubated for 45 mins by topcount scintillation counting method
CHEMBL6076554,1,1,IC50,2024.0,9,,Inhibition of human ERG expressed in CHO cells
CHEMBL6080247,1,1,IC50,2024.0,9,,Displacement of [3H]-Dofetilide from recombinant hERG expressed in HEK293 cells incubated for 60 mins by radioligand binding assay
CHEMBL6081135,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL1050164,1,1,IC50,2009.0,9,,Inhibition of human ERG
CHEMBL2400598,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 30 uM relative to control
CHEMBL2400599,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL2389567,1,1,Inhibition,2013.0,9,,Inhibition of human ERG
CHEMBL2389758,1,1,Inhibition,2013.0,9,CHO-K1,Inhibition of human ERG channel expressed in CHOK1 cells at 100 uM after 5 mins by patch clamp technique
CHEMBL2390460,1,1,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL2394789,1,1,Inhibition,2013.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 50 nM by whole-cell patch-clamp technique relative to control
CHEMBL2394846,1,1,Inhibition,2013.0,9,,Inhibition of human ERG channel at 10 uM
CHEMBL2394847,1,1,Inhibition,2013.0,9,,Inhibition of human ERG channel at 1 uM
CHEMBL2395380,1,1,IC50,2013.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by whole-cell patch-clamp technique
CHEMBL6087552,1,1,Inhibition,2024.0,9,,Inhibition of hERG potassium channel expressed in HEK cells at 100 uM relative to control
CHEMBL6087553,1,1,Inhibition,2024.0,9,,Inhibition of hERG potassium channel expressed in HEK cells at 60 nM relative to control
CHEMBL6084474,1,1,Inhibition,2024.0,9,,Inhibition of hERG at 10 uM relative to control
CHEMBL6085400,1,1,Inhibition,2024.0,9,,Inhibition of hERG at 30 uM relative to control
CHEMBL6085443,1,1,IC50,2024.0,9,,Inhibition of hERG expressed in CHO cells by automated patch clamp assay
CHEMBL6085601,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 0.313 uM relative to control
CHEMBL6092657,1,1,Inhibition,2024.0,9,,Inhibition of hERG upto 30 uM
CHEMBL6092671,1,1,IC50,2024.0,9,,Inhibition of human ERG
CHEMBL6085610,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 0.3 uM relative to control
CHEMBL6085611,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 1 uM relative to control
CHEMBL6085612,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in CHO-K1 cells at 3 uM relative to control
CHEMBL6086151,1,1,IC50,2024.0,9,,Inhibition of hERG expressed in HEK293 cells by patch clamp method
CHEMBL6086476,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6086572,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6086573,1,1,Inhibition,2024.0,9,,Inhibition of hERG upto 10 uM relative to control
CHEMBL6086884,1,1,IC50,2024.0,9,,Inhibition of hERG in HEK293 cells by whole-cell patch clamp assay
CHEMBL6086885,1,1,Inhibition,2024.0,9,,Inhibition of hERG in HEK293 cells at 10 uM by whole-cell patch clamp assay relative to control
CHEMBL1046692,1,1,IC50,2009.0,9,,Inhibition of human ERG
CHEMBL1047263,1,1,IC50,2009.0,9,,Inhibition of human ERG
CHEMBL1047806,1,1,Activity,2009.0,9,HEK293,Displacement of [3H]astemizole from human recombinant ERG expressed in HEK293 cells at 3 uM
CHEMBL1049590,1,1,Activity,2009.0,9,,Inhibition of human ERG
CHEMBL1049781,1,1,Ki,2009.0,9,,Binding affinity to human ERG
CHEMBL6095053,1,1,Inhibition,2024.0,9,,Inhibition of human ERG at 3 uM by patch clamp method relative to control
CHEMBL6095370,1,1,Inhibition,2024.0,9,,Inhibition of hERG
CHEMBL6095964,1,1,Inhibition,2024.0,9,,Inhibition of hERG at 3 uM relative to control
CHEMBL6095965,1,1,Inhibition,2024.0,9,,Inhibition of hERG at 30 uM relative to control
CHEMBL6096187,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6096188,1,1,Inhibition,2024.0,9,,Inhibition of hERG at 10 uM relative to control
CHEMBL6096353,1,1,Inhibition,2024.0,9,,Inhibition of hERG expressed in mammalian cells at 10 uM by automated patch-clamp technique relative to control
CHEMBL6097137,1,1,Inhibition,2024.0,9,,Inhibition of human ERG at 10 uM by fluorescence polarization relative to control
CHEMBL6087903,1,1,Inhibition,2025.0,9,,Inhibition of human ERG at 30 uM
CHEMBL6089007,1,1,IC50,2024.0,9,,Inhibition of hERG transfected in CHO cells by patch clamp automated cellular electrophysiology analysis
CHEMBL6089947,1,1,EC50,2025.0,9,,Inhibition of hERG expressed in CHO cells by whole-cell patch-clamp assay
CHEMBL6089948,1,1,Inhibition,2025.0,9,,Inhibition of hERG expressed in CHO cells at 30 uM by whole-cell patch-clamp assay relative to control
CHEMBL6090012,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6090197,1,1,IC50,2025.0,9,,Inhibition of human ERG by Eurofins kinase assay
CHEMBL6090530,1,1,IC50,2025.0,9,,Inhibition of hERG expressed in CHO cells by automated patch-clamp assay
CHEMBL6091500,1,1,IC50,2025.0,9,,Inhibition of human ERG
CHEMBL6104422,1,1,Ki,2025.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL6093468,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6093782,1,1,FC,2024.0,9,,Inhibition of hERG by measuring fold change by fluorescence polarization assay relative to E-4031
CHEMBL6093981,1,1,IC50,2024.0,9,,Inhibition of hERG expressed in HEK293 cells by patch clamp method
CHEMBL6094454,1,1,Inhibition,2024.0,9,,Inhibition of human ERG expressed in CHO cells at 40 uM by QPatch assay relative to control
CHEMBL2395381,1,1,Inhibition,2013.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 100 uM by whole-cell patch-clamp technique relative to control
CHEMBL2382843,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 1 uM after 5 mins by voltage clamp assay relative to control
CHEMBL2382844,1,1,Inhibition,2013.0,9,L929,Inhibition of human ERG expressed in mouse L929 cells at 10 uM by IonWorks assay relative to control
CHEMBL2382845,1,1,Inhibition,2013.0,9,L929,Inhibition of human ERG expressed in mouse L929 cells at 1 uM by IonWorks assay relative to control
CHEMBL2382846,1,1,Inhibition,2013.0,9,CHO,Inhibition of human ERG transfected in CHO cells at 5 ug/mL by rubidium efflux assay relative to control
CHEMBL2382847,1,1,Inhibition,2013.0,9,CHO,Inhibition of human ERG transfected in CHO cells at 1.5 ug/mL by rubidium efflux assay relative to control
CHEMBL2383266,1,1,IC50,2013.0,9,,Inhibition of human ERG channel
CHEMBL2387961,1,1,Inhibition,2013.0,9,,Inhibition of human ERG channel at 10 uM by patch clamp technique
CHEMBL2387962,1,1,IC50,2013.0,9,,Inhibition of human ERG channel by patch clamp technique
CHEMBL2387963,1,1,Inhibition,2013.0,9,,Inhibition of human ERG channel at 1 uM by patch clamp technique
CHEMBL2388893,1,1,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL6100015,1,1,IC50,2025.0,9,,Inhibition of human ERG in HEK293 cells
CHEMBL2389350,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL2344711,1,1,Inhibition,2013.0,9,,Inhibition of human ERG
CHEMBL2345755,1,1,Activity,2013.0,9,,Activity at human ERG by patch clamp technique
CHEMBL2346000,1,1,IC50,2013.0,9,,Inhibition of human ERG channel
CHEMBL2350655,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 10 uM
CHEMBL2351330,1,1,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL2352368,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 1 uM by patch clamp assay relative to control
CHEMBL2378543,1,1,Ki,2013.0,9,,Binding affinity to human ERG
CHEMBL2378605,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 10 uM
CHEMBL2339897,1,1,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL2339912,1,1,Inhibition,2013.0,9,,Inhibition of [3H]dofetilide binding to human ERG at 10 uM
CHEMBL6100190,1,1,IC50,2025.0,9,,Inhibition of hERG expressed in CHO cells by manual patch clamp assay
CHEMBL6101435,1,1,IC50,2025.0,9,,Inhibition of human ERG expressed in HEK293 cells by automated Q-patch clamp assay
CHEMBL6101789,1,1,IC50,2025.0,9,,Inhibition of hERG stably expressed in CHO cells at -80 mV holding potential measured after 4 mins by Qpatch assay
CHEMBL6104126,1,1,IC50,2025.0,9,,Inhibition of human ERG
CHEMBL2340286,1,1,IC50,2013.0,9,CHO-K1,Inhibition of human ERG channel overexpressed in Chinese hamster CHOK1 cells by whole cell voltage clamp assay
CHEMBL2340398,1,1,INH,2013.0,9,HEK293,Inhibition of human ERG current in HEK293 cells by patch clamp method
CHEMBL2341331,1,1,Inhibition,2013.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2341506,1,1,Inhibition,2013.0,9,,Inhibition of human ERG channel at 25 uM
CHEMBL2342062,1,1,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL2342699,1,1,IC50,2013.0,9,,Binding affinity to human ERG channel by patch clamp assay
CHEMBL2342858,1,1,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL2330006,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL2330007,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 1 uM relative to control
CHEMBL6107594,1,1,IC50,2025.0,9,,Inhibition of hERG expressed in CHO cells by syncro-patch assay
CHEMBL6108534,1,1,IC50,2025.0,9,,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay
CHEMBL6108590,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6108878,1,1,IC50,2025.0,9,,Inhibition of hERG expressed in CHO cells by manual patch-clamp assay
CHEMBL6109790,1,1,IC50,2025.0,9,,Inhibition of hERG by Qpatch assay
CHEMBL6098618,1,1,IC50,2024.0,9,,Inhibition of hERG by manual patch clamp method
CHEMBL6099566,1,1,IC50,2025.0,9,,Inhibition of hERG expressed in CHO cells incubated for 12 hrs by Qpatch assay
CHEMBL6119193,1,1,IC50,2025.0,9,,Inhibition of human ERG
CHEMBL6111276,1,1,Inhibition,2025.0,9,,Inhibition of hERG potassium ATPase at 100 uM relative to control
CHEMBL6111277,1,1,Inhibition,2025.0,9,,Inhibition of hERG potassium ATPase at 6.25 uM relative to control
CHEMBL6111433,1,1,Inhibition,2025.0,9,,Inhibition of hERG at 10 uM relative to control
CHEMBL2330862,1,1,IC50,2013.0,9,,Inhibition of human ERG by dofetilide binding assay
CHEMBL2320830,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 10 uM by voltage clamp assay
CHEMBL2327575,1,1,Inhibition,2013.0,9,,Inhibition of human ERG
CHEMBL2327740,1,1,IC50,2013.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay
CHEMBL6111577,1,1,IC50,2025.0,9,,Inhibition of human ERG expressed in CHO cells by Qpatch assay
CHEMBL6111941,1,1,Inhibition,2025.0,9,,Inhibition of hERG expressed in HEK cells assessed as K+ tail current by whole-cell electrophysiology
CHEMBL6112212,1,1,IC50,2025.0,9,,Inhibition of hERG by automated patch clamp assay
CHEMBL6113166,1,1,IC50,2025.0,9,,Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique
CHEMBL6105790,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6106275,1,1,Inhibition,2025.0,9,,Inhibition of hERG at 10 uM relative to control
CHEMBL6106465,1,1,INH,2025.0,9,,Inhibition of hERG potassium channel expressed in HEK293 cells at 0.3 to 30 uM incubated for 3 mins by patch clamp assay
CHEMBL6106952,1,1,Inhibition,2025.0,9,,Inhibition of hERG relative to control
CHEMBL6113427,1,1,IC50,2025.0,9,,Inhibition of hERG at -80 mV holding potential by whole-cell patch clamp analysis
CHEMBL6114269,1,1,Inhibition,2025.0,9,,Inhibition of hERG at 10 uM by whole-cell patch-clamp method relative to control
CHEMBL6114389,1,1,Ki,2025.0,9,,Binding affinity to hERG assessed as inhibition constant
CHEMBL2327882,1,1,Activity,2013.0,9,,Activity at human ERG at 33 uM
CHEMBL2328095,1,1,IC50,2013.0,9,,Inhibition of human ERG channel
CHEMBL2328652,1,1,IC50,2013.0,9,,Binding affinity to human ERG by patch clamp assay
CHEMBL1798944,1,1,IC50,2011.0,9,,Inhibition of human ERG
CHEMBL1803284,1,1,IC50,2011.0,9,,Inhibition of human ERG
CHEMBL1803823,1,1,Inhibition,2011.0,9,CHO,Inhibition of human ERG expressed in CHO cells at 10 uM by Q-patch assay
CHEMBL2329216,1,1,IC50,2013.0,9,,Inhibition of human ERG
CHEMBL6115769,1,1,IC50,2025.0,9,,Inhibition of human ERG
CHEMBL6118336,1,1,IC50,2025.0,9,,inhibition of hERG expressed in HEK293 cells assessed as inhibition of channel current
CHEMBL6118519,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6118520,1,1,Inhibition,2025.0,9,,Inhibition of hERG at 30 uM relative to control
CHEMBL6118844,1,1,Inhibition,2025.0,9,,Inhibition of human ERG upto 100 uM
CHEMBL6118881,1,1,Inhibition,2025.0,9,,Inhibition of human ERG at 10 uM incubated for 2 hrs by fluorescence polarization assay relative to control
CHEMBL2217339,1,1,TIME,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells assessed as decrease in time constant for the onset of inactivation curve at - 20 mV holding potential at 10 uM by patch clamp assay
CHEMBL2217340,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at - 80 mV to + 0 mV holding potential at 10 uM by patch clamp assay
CHEMBL2217341,1,1,TIME,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells assessed as time constant at + 30 mV holding potential at 10 uM by patch clamp assay
CHEMBL2217342,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at 50 ms by patch clamp assay
CHEMBL2317752,1,1,Inhibition,2013.0,9,CHO,Inhibition of human ERG expressed in CHO cells at up to 30 uM after 2.5 hrs by Rb+ efflux assay
CHEMBL2318185,1,1,Inhibition,2013.0,9,,Inhibition of human ERG at 3 uM by patch clamp assay
CHEMBL2319401,1,1,Inhibition,2013.0,9,,Inhibition of dofetilide binding to human ERG at 10 uM
CHEMBL2216925,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 1.7 uM
CHEMBL6121949,1,1,Imax,2024.0,9,,Inhibition of hERG at 1 uM relative to control
CHEMBL6122012,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6122562,1,1,Inhibition,2024.0,9,,Inhibition of hERG
CHEMBL6122691,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6123111,1,1,Inhibition,2024.0,9,,Inhibition of human ERG expressed in CHO cells at holding potential of -80 mV at >40 uM by automated patch clamp electrophysiological method relative to control
CHEMBL6123668,1,1,Inhibition,2025.0,9,,Inhibition of human ERG at 30 uM by automated patch clamp method
CHEMBL6123974,1,1,Inhibition,2025.0,9,,Inhibition of human ERG
CHEMBL6124373,1,1,Inhibition,2025.0,9,,Inhibition of human ERG at 20 uM relative to control
CHEMBL2214148,1,1,Inhibition,2012.0,9,,Inhibition of human ERG
CHEMBL6131470,1,1,IC50,2024.0,9,,Inhibition of human ERG expressed in HEK293 cells
CHEMBL6136704,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6136720,1,1,IC50,2025.0,9,,Inhibition of hERG stably expressed in HEK293 cells by patch-clamp method
CHEMBL6136945,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6125779,1,1,IC50,2025.0,9,,Inhibition of hERG expressed in HEK293T cells
CHEMBL6126578,1,1,IC50,2025.0,9,,Inhibition of human ERG
CHEMBL6126685,1,1,IC50,2025.0,9,,Inhibition of hERG transfected in HEK293 cells at 20 mV
CHEMBL6128698,1,1,IC50,2024.0,9,,Inhibition of human ERG incubated for 4 hrs by microplate reader assay
CHEMBL6129010,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6129716,1,1,IC50,2024.0,9,,Inhibition of human ERG by PatchXpress analysis
CHEMBL6129910,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL6130140,1,1,IC50,2024.0,9,,Inhibition of human ERG expressed in CHO cells by automated patch clamp method
CHEMBL6130686,1,1,Inhibition,2024.0,9,,Inhibition of human ERG expressed in HEK293 cells at 10 uM by patch clamp assay relative to control
CHEMBL2217337,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells assessed as increase in steady state inactivation time constant from - 120 mV to - 60 mV holding potential at 10 uM by patch clamp assay
CHEMBL2217338,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells assessed as change in onset of inactivation curve between - 50 mV and + 10 mV holding potential at 10 uM by patch clamp assay
CHEMBL6141317,1,1,Inhibition,2025.0,9,,Inhibition of hERG (unknown origin) at 10 uM relative to control
CHEMBL6153873,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6131196,1,1,IC50,2024.0,9,,Inhibition of hERG
CHEMBL2217322,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at 30 uM within 2 mins by patch clamp assay
CHEMBL2217323,1,1,Imax,2012.0,9,HEK293,Inhibition of human ERG stepped current expressed in HEK293 cells at 1 uM at + 20 mV holding potential by patch clamp assay
CHEMBL2217324,1,1,Imax,2012.0,9,HEK293,Inhibition of human ERG stepped current expressed in HEK293 cells at 3 uM at + 20 mV holding potential by patch clamp assay
CHEMBL2217325,1,1,Imax,2012.0,9,HEK293,Inhibition of human ERG stepped current expressed in HEK293 cells at 10 uM at + 20 mV holding potential by patch clamp assay
CHEMBL2217326,1,1,Imax,2012.0,9,HEK293,Inhibition of human ERG stepped current expressed in HEK293 cells at 30 uM at + 20 mV holding potential by patch clamp assay
CHEMBL2217328,1,1,Imax,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at 1 uM at + 60 mV holding potential by patch clamp assay
CHEMBL2217329,1,1,Imax,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at 3 uM at + 60 mV holding potential by patch clamp assay
CHEMBL2217330,1,1,Imax,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at 10 uM at + 60 mV holding potential by patch clamp assay
CHEMBL2217331,1,1,Imax,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at 30 uM at + 60 mV holding potential by patch clamp assay
CHEMBL2217333,1,1,V1/2,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells assessed as half activation potential for steady state activation curve at 10 uM by patch clamp assay (Rvb = 2.8 +/- 3.3 mV)
CHEMBL2217334,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at 10 uM at + 40 mV holding potential by patch clamp assay
CHEMBL2217335,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells at 10 uM at - 120 to + 20 mV holding potential by patch clamp assay
CHEMBL2217336,1,1,V1/2,2012.0,9,HEK293,Inhibition of human ERG tail current expressed in HEK293 cells assessed as half activation potential for steady state inactivation curve at 10 uM by patch clamp assay (Rvb = - 48.7 +/- 7.6 mV)
CHEMBL6157266,1,1,Inhibition,2025.0,9,,Inhibition of hERG at 30 uM
CHEMBL6157333,1,1,Inhibition,2025.0,9,,Inhibition of hERG expressed in HEK293 cells at 3 uM by patch clamp assay relative to control
CHEMBL6158145,1,1,IC50,2025.0,9,,Inhibition of hERG expressed in CHO cells assessed as inhibition of channel current measured at holding potential of -80 mV by whole cell patch clamp analysis
CHEMBL2215011,1,1,IC50,2012.0,9,HEK293,Displacement of [3H]astemizole from human recombinant ERG expressed in HEK293 cells
CHEMBL2215013,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human recombinant ERG expressed in HEK293 cells up to 100 uM after 5 to 10 mins by conventional whole-cell patch clamp assay
CHEMBL2215015,1,1,IC50,2012.0,9,HEK293,Inhibition of human recombinant ERG expressed in HEK293 cells after 5 to 10 mins by conventional whole-cell patch clamp assay
CHEMBL2215678,1,1,IC50,2012.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2215781,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2216345,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at >250 uM by patch clamp method
CHEMBL2208576,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 300 uM (Rvb = 0.8 +/- 0.3%)
CHEMBL2208784,1,1,IC50,2011.0,9,HEK293,Inhibition of human Erg expressed in human HEK293 cells
CHEMBL2209447,1,1,Inhibition,2012.0,9,,Inhibition of human ERG channel at 33 uM
CHEMBL6138086,1,1,FC,2025.0,9,,Inhibition of hERG expressed in CHO cells assessed as fold increase by manual patch-clamp electrophysiology relative to RPV
CHEMBL6139591,1,1,IC50,2025.0,9,,Inhibition of hERG by Q-patch clamp method
CHEMBL6139592,1,1,Inhibition,2025.0,9,,Inhibition of hERG at 10 uM by Q-patch clamp method relative to control
CHEMBL6140206,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL1805351,1,1,Inhibition,2010.0,9,,Inhibition of human ERG assessed as Rb efflux at 1.5 ug/ml
CHEMBL1809557,1,1,Inhibition,2011.0,9,COS-7,Inhibition of human ERG expressed in african green monkey COS7 cells at 3 uM by electrophysiological assay
CHEMBL1810316,1,1,IC50,2011.0,9,,Inhibition of human ERG by automated patch clamp assay
CHEMBL1810638,1,1,Ki,2011.0,9,,Displacement of labeled-dofetilide from human ERG
CHEMBL2211566,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 1 uM by cell-based electrophysiology assay
CHEMBL2211621,1,1,Inhibition,2012.0,9,,Inhibition of human ERG
CHEMBL2212824,1,1,INH,2012.0,9,,Inhibition of human ERG
CHEMBL2214094,1,1,IC50,2012.0,9,,Inhibition of human ERG by whole-cell voltage clamping
CHEMBL2187047,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2187817,1,1,IC50,2011.0,9,,Inhibition of human ERG
CHEMBL2187883,1,1,Activity,2012.0,9,,Activity at human ERG channel by fluorescence-based thallium flux assay
CHEMBL6153874,1,1,Inhibition,2025.0,9,,Inhibition of hERG at 10 uM relative to control
CHEMBL6154389,1,1,IC50,2025.0,9,,Inhibition of hERG by patch-clamp technique
CHEMBL6155349,1,1,Inhibition,2025.0,9,,Inhibition of hERG transfected in CHO cells incubated for 30 mins by fluorescence based assay
CHEMBL6156189,1,1,IC50,2025.0,9,,Inhibition of human ERG incubated for 150 min by fluorescence polarization based microplate reader analysis
CHEMBL6157104,1,1,IC50,2025.0,9,,Inhibition of human ERG expressed in CHO cells by patch clamp assay
CHEMBL6186435,1,1,Inhibition,2025.0,9,,Inhibition of hERG (unknown origin) at 30 uM by patch clamp assay relative to control
CHEMBL6186900,1,1,IC20,2025.0,9,,Inhibition of hERG
CHEMBL6187617,1,1,Inhibition,2025.0,9,,Inhibition of hERG
CHEMBL6187697,1,1,IC50,2025.0,9,,Inhibition of hERG channel
CHEMBL6187698,1,1,Imax,2025.0,9,,Inhibition of hERG channel assessed as maximal response
CHEMBL6187799,1,1,IC50,2025.0,9,,Inhibition of human ERG stably expressed in HEK293 cells measured at holding potential of -80 mV by manual patch clamp assay
CHEMBL6158726,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6159451,1,1,Inhibition,2025.0,9,,Inhibition of human ERG expressed in CHO cells at 30 uM
CHEMBL6159452,1,1,Activity,2025.0,9,,Activation of human ERG expressed in CHO cells at 30 uM
CHEMBL6179810,1,1,Inhibition,2025.0,9,,Inhibition of human ERG expressed in HEK293 cells at 10 uM by manual patch clamp method relative to control
CHEMBL6179811,1,1,Inhibition,2025.0,9,,Inhibition of human ERG expressed in HEK293 cells at 30 uM by manual patch clamp method relative to control
CHEMBL6180686,1,1,Inhibition,2025.0,9,,Inhibition of hERG
CHEMBL6181893,1,1,IC50,2025.0,9,,Inhibition of hERG
CHEMBL6182347,1,1,Inhibition,2025.0,9,,Inhibition of hERG expressed in HEK293 cells at 10 uM relative to control
CHEMBL6182368,1,1,IC50,2025.0,9,,Inhibition of human ERG stably expressed in HEK293 cells by manual membrane clamp technique
CHEMBL2188816,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 30 uM
CHEMBL1811063,1,1,IC50,2011.0,9,,Inhibition of human ERG by electrophysiological assay
CHEMBL1815100,1,1,Inhibition,2011.0,9,,Inhibition of human ERG at 30 uM
CHEMBL2208509,1,1,Ki,2006.0,9,,Displacement of [3H]dofetilide from human ERG
CHEMBL2208511,1,1,Inhibition,2006.0,9,,Inhibition of human ERG at 1 uM
CHEMBL2208575,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM (Rvb = 0.8 +/- 0.3%)
CHEMBL2184225,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2184354,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM
CHEMBL2184696,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2184863,1,1,IC50,2012.0,9,,Inhibition of human ERG
